DB 2 MOTIF	UP00085_1	Sfpi1_primary
 -43.5	5
 -42.5	9
 -41.5	7
 -40.5	5
 -39.5	9
 -38.5	5
 -37.5	6
 -36.5	10
 -35.5	9
 -34.5	5
 -33.5	5
 -32.5	7
 -31.5	7
 -30.5	6
 -29.5	11
 -28.5	6
 -27.5	7
 -26.5	4
 -25.5	4
 -24.5	6
 -23.5	7
 -22.5	10
 -21.5	11
 -20.5	8
 -19.5	17
 -18.5	7
 -17.5	14
 -16.5	13
 -15.5	6
 -14.5	11
 -13.5	13
 -12.5	8
 -11.5	13
 -10.5	10
  -9.5	12
  -8.5	7
  -7.5	11
  -6.5	15
  -5.5	15
  -4.5	9
  -3.5	17
  -2.5	13
  -1.5	6
  -0.5	11
   0.5	16
   1.5	11
   2.5	12
   3.5	4
   4.5	10
   5.5	5
   6.5	16
   7.5	10
   8.5	10
   9.5	8
  10.5	11
  11.5	12
  12.5	13
  13.5	4
  14.5	9
  15.5	10
  16.5	6
  17.5	6
  18.5	8
  19.5	4
  20.5	10
  21.5	11
  22.5	7
  23.5	13
  24.5	8
  25.5	8
  26.5	7
  27.5	12
  28.5	12
  29.5	7
  30.5	11
  31.5	5
  32.5	4
  33.5	8
  34.5	7
  35.5	9
  36.5	4
  37.5	10
  38.5	12
  39.5	11
  40.5	11
  41.5	10
  42.5	12
  43.5	9
DB 2 MOTIF	UP00086_2	Irf3_secondary
 -43.5	7
 -42.5	9
 -41.5	9.5
 -40.5	14
 -39.5	10
 -38.5	7
 -37.5	10
 -36.5	14
 -35.5	9.5
 -34.5	11
 -33.5	12
 -32.5	17
 -31.5	16
 -30.5	13
 -29.5	12
 -28.5	11
 -27.5	7
 -26.5	11.5
 -25.5	17.5
 -24.5	12
 -23.5	14
 -22.5	17
 -21.5	17
 -20.5	11
 -19.5	11
 -18.5	12
 -17.5	7
 -16.5	21
 -15.5	10
 -14.5	18
 -13.5	17
 -12.5	11
 -11.5	19
 -10.5	6
  -9.5	17
  -8.5	14
  -7.5	14
  -6.5	12
  -5.5	4
  -4.5	13
  -3.5	10
  -2.5	19
  -1.5	16
  -0.5	13
   0.5	16
   1.5	18
   2.5	17
   3.5	20.5
   4.5	14
   5.5	12
   6.5	15
   7.5	18
   8.5	10
   9.5	12.5
  10.5	9
  11.5	6
  12.5	14
  13.5	10
  14.5	16
  15.5	10
  16.5	12
  17.5	18
  18.5	24
  19.5	14
  20.5	10
  21.5	13
  22.5	7
  23.5	17
  24.5	11
  25.5	10
  26.5	19
  27.5	19
  28.5	14
  29.5	15
  30.5	8
  31.5	17
  32.5	19
  33.5	21
  34.5	8
  35.5	13
  36.5	13
  37.5	9
  38.5	6
  39.5	13
  40.5	12
  41.5	13
  42.5	5
  43.5	14
DB 2 MOTIF	UP00242_1	Hoxc8_3429.2
 -42.5	5
 -41.5	5
 -40.5	2
 -39.5	1
 -38.5	4
 -37.5	4
 -36.5	5
 -35.5	6
 -34.5	4
 -33.5	1
 -32.5	5
 -31.5	3
 -30.5	1
 -29.5	4
 -28.5	4
 -27.5	3
 -26.5	2
 -25.5	3
 -24.5	3
 -23.5	6
 -22.5	5
 -21.5	2
 -20.5	5
 -19.5	9
 -18.5	4
 -17.5	5
 -16.5	3
 -15.5	5
 -14.5	2
 -13.5	3
 -12.5	4
 -11.5	0
 -10.5	6
  -9.5	6
  -8.5	4
  -7.5	7
  -6.5	2
  -5.5	2
  -4.5	6
  -3.5	5
  -2.5	8
  -1.5	7
  -0.5	5
   0.5	7
   1.5	11
   2.5	6
   3.5	7
   4.5	11
   5.5	4
   6.5	3
   7.5	3
   8.5	3
   9.5	5
  10.5	6
  11.5	3
  12.5	7
  13.5	4
  14.5	5
  15.5	8
  16.5	4
  17.5	7
  18.5	3.5
  19.5	6
  20.5	2.5
  21.5	1
  22.5	5
  23.5	3.5
  24.5	3
  25.5	1.5
  26.5	5
  27.5	8
  28.5	4
  29.5	4
  30.5	3
  31.5	2
  32.5	6
  33.5	5
  34.5	7
  35.5	3
  36.5	8
  37.5	3
  38.5	6
  39.5	3
  40.5	3
  41.5	2
  42.5	6
DB 2 MOTIF	UP00186_1	Meis1_2335.1
 -42.5	2
 -41.5	0
 -40.5	1
 -39.5	3
 -38.5	0
 -37.5	1
 -36.5	0
 -35.5	0
 -34.5	1
 -33.5	0
 -32.5	1
 -31.5	2
 -30.5	1
 -29.5	4
 -28.5	1
 -27.5	0
 -26.5	0
 -25.5	2
 -24.5	2
 -23.5	3
 -22.5	0
 -21.5	1
 -20.5	4
 -19.5	2
 -18.5	2
 -17.5	1
 -16.5	1
 -15.5	1
 -14.5	1
 -13.5	3
 -12.5	4
 -11.5	1
 -10.5	1
  -9.5	1
  -8.5	2
  -7.5	4
  -6.5	2
  -5.5	1
  -4.5	3
  -3.5	0
  -2.5	0
  -1.5	6
  -0.5	2
   0.5	0
   1.5	3
   2.5	2
   3.5	0
   4.5	1
   5.5	1
   6.5	3
   7.5	1
   8.5	2
   9.5	2
  10.5	3
  11.5	1
  12.5	2
  13.5	3
  14.5	0
  15.5	3
  16.5	2
  17.5	3
  18.5	2
  19.5	1
  20.5	4
  21.5	1
  22.5	1
  23.5	3
  24.5	0
  25.5	1
  26.5	1
  27.5	3
  28.5	1
  29.5	4
  30.5	7
  31.5	1
  32.5	2
  33.5	3
  34.5	1
  35.5	1
  36.5	0
  37.5	0
  38.5	0
  39.5	1
  40.5	0
  41.5	1
  42.5	0
DB 2 MOTIF	UP00118_1	Pou4f3_2791.1
 -42.5	0
 -41.5	0
 -40.5	1
 -39.5	0
 -38.5	0
 -37.5	3
 -36.5	2
 -35.5	3
 -34.5	0
 -33.5	1
 -32.5	1
 -31.5	2
 -30.5	3
 -29.5	2
 -28.5	3
 -27.5	0
 -26.5	0
 -25.5	1
 -24.5	2
 -23.5	2
 -22.5	6
 -21.5	0
 -20.5	3
 -19.5	2
 -18.5	4
 -17.5	5
 -16.5	1
 -15.5	4
 -14.5	2
 -13.5	6
 -12.5	4
 -11.5	3
 -10.5	1
  -9.5	1
  -8.5	6
  -7.5	1
  -6.5	1
  -5.5	3
  -4.5	3
  -3.5	4
  -2.5	3
  -1.5	4
  -0.5	3
   0.5	3
   1.5	1
   2.5	3
   3.5	1
   4.5	3
   5.5	3
   6.5	0
   7.5	0
   8.5	2
   9.5	5
  10.5	1
  11.5	7
  12.5	4
  13.5	2
  14.5	3
  15.5	5
  16.5	0
  17.5	3
  18.5	2
  19.5	4
  20.5	2
  21.5	3
  22.5	3
  23.5	3
  24.5	3
  25.5	2
  26.5	1
  27.5	0
  28.5	2
  29.5	4
  30.5	1
  31.5	4
  32.5	1
  33.5	2
  34.5	2
  35.5	2
  36.5	5
  37.5	1
  38.5	1
  39.5	0
  40.5	1
  41.5	3
  42.5	1
DB 3 MOTIF	MA0305.1	GCR2
 -47.0	9
 -46.0	5.5
 -45.0	5
 -44.0	5
 -43.0	5
 -42.0	3
 -41.0	8
 -40.0	5
 -39.0	7
 -38.0	7.5
 -37.0	3
 -36.0	5
 -35.0	7
 -34.0	4
 -33.0	6
 -32.0	3
 -31.0	8
 -30.0	6
 -29.0	8
 -28.0	10
 -27.0	8
 -26.0	6
 -25.0	0
 -24.0	10
 -23.0	6
 -22.0	7
 -21.0	8
 -20.0	6
 -19.0	7
 -18.0	9.5
 -17.0	5
 -16.0	8
 -15.0	12
 -14.0	7
 -13.0	11
 -12.0	6
 -11.0	12.5
 -10.0	11
  -9.0	7
  -8.0	12
  -7.0	9.5
  -6.0	9
  -5.0	11
  -4.0	11
  -3.0	9
  -2.0	12.5
  -1.0	13
   0.0	7
   1.0	12
   2.0	8
   3.0	8
   4.0	7
   5.0	14
   6.0	2
   7.0	6
   8.0	8
   9.0	8
  10.0	10
  11.0	6
  12.0	5
  13.0	8
  14.0	6
  15.0	7
  16.0	9
  17.0	9
  18.0	1
  19.0	7.5
  20.0	12
  21.0	6
  22.0	3
  23.0	2
  24.0	7
  25.0	9
  26.0	4
  27.0	8
  28.0	7
  29.0	13
  30.0	5
  31.0	2.5
  32.0	4.5
  33.0	4
  34.0	7
  35.0	4
  36.0	13
  37.0	9
  38.0	9
  39.0	5
  40.0	9
  41.0	4.5
  42.0	5
  43.0	8
  44.0	6
  45.0	5
  46.0	4
  47.0	6
DB 3 MOTIF	MA0365.1	RFX1
 -46.5	3.5
 -45.5	5
 -44.5	2
 -43.5	4
 -42.5	3
 -41.5	3
 -40.5	6
 -39.5	1
 -38.5	5
 -37.5	3
 -36.5	3
 -35.5	5
 -34.5	2
 -33.5	4
 -32.5	4
 -31.5	0
 -30.5	0
 -29.5	3.5
 -28.5	4
 -27.5	5
 -26.5	2
 -25.5	3
 -24.5	2
 -23.5	6
 -22.5	1.5
 -21.5	3
 -20.5	4
 -19.5	7
 -18.5	2
 -17.5	4
 -16.5	8
 -15.5	2
 -14.5	4
 -13.5	4
 -12.5	6
 -11.5	6
 -10.5	6
  -9.5	3
  -8.5	4
  -7.5	6
  -6.5	6
  -5.5	3.5
  -4.5	5
  -3.5	7
  -2.5	2
  -1.5	3
  -0.5	8
   0.5	2
   1.5	8
   2.5	4
   3.5	5
   4.5	4
   5.5	2
   6.5	9
   7.5	4
   8.5	2
   9.5	1.5
  10.5	6
  11.5	6
  12.5	3
  13.5	4
  14.5	8
  15.5	6
  16.5	3
  17.5	6
  18.5	3
  19.5	4
  20.5	3
  21.5	2
  22.5	4
  23.5	2.5
  24.5	5
  25.5	2
  26.5	3
  27.5	4
  28.5	2
  29.5	1
  30.5	4
  31.5	3.5
  32.5	5
  33.5	4
  34.5	0
  35.5	5
  36.5	4
  37.5	2
  38.5	1
  39.5	3
  40.5	2
  41.5	3
  42.5	2.5
  43.5	2
  44.5	1
  45.5	4
  46.5	3
DB 3 MOTIF	MA1121.1	TEAD2
 -44.0	5.5
 -43.0	6
 -42.0	4.25
 -41.0	2
 -40.0	5.5
 -39.0	3.5
 -38.0	3
 -37.0	5.5
 -36.0	3
 -35.0	6
 -34.0	3
 -33.0	9
 -32.0	5
 -31.0	4
 -30.0	2
 -29.0	4.5
 -28.0	9
 -27.0	2
 -26.0	3
 -25.0	4
 -24.0	5
 -23.0	3
 -22.0	0
 -21.0	4
 -20.0	14
 -19.0	6
 -18.0	3
 -17.0	5
 -16.0	8
 -15.0	8
 -14.0	5
 -13.0	5
 -12.0	5
 -11.0	9.25
 -10.0	4
  -9.0	9.5
  -8.0	3
  -7.0	9
  -6.0	4
  -5.0	11
  -4.0	5
  -3.0	7
  -2.0	1
  -1.0	3.5
   0.0	5
   1.0	8
   2.0	4
   3.0	7
   4.0	7
   5.0	3
   6.0	9
   7.0	7.5
   8.0	10
   9.0	6
  10.0	8.5
  11.0	6
  12.0	3
  13.0	11
  14.0	5
  15.0	7
  16.0	13.5
  17.0	8
  18.0	7
  19.0	2
  20.0	4
  21.0	5
  22.0	8
  23.0	4
  24.0	7
  25.0	7
  26.0	4
  27.0	5
  28.0	5
  29.0	5
  30.0	1
  31.0	10.25
  32.0	6
  33.0	4
  34.0	3
  35.0	4
  36.0	6
  37.0	4
  38.0	3
  39.0	4
  40.0	4
  41.0	4
  42.0	2
  43.0	7
  44.0	7.25
DB 3 MOTIF	MA1258.1	DREB2A
 -40.0	2
 -39.0	1
 -38.0	2
 -37.0	1
 -36.0	2
 -35.0	0
 -34.0	1
 -33.0	0
 -32.0	2
 -31.0	2
 -30.0	0
 -29.0	0
 -28.0	0
 -27.0	1
 -26.0	0
 -25.0	1
 -24.0	1
 -23.0	0
 -22.0	2
 -21.0	1
 -20.0	1
 -19.0	0
 -18.0	2
 -17.0	0
 -16.0	1
 -15.0	1
 -14.0	1
 -13.0	1
 -12.0	1
 -11.0	1
 -10.0	0
  -9.0	3
  -8.0	1
  -7.0	2
  -6.0	1
  -5.0	2
  -4.0	2
  -3.0	1
  -2.0	2
  -1.0	3
   0.0	2
   1.0	1
   2.0	3
   3.0	4
   4.0	1
   5.0	1
   6.0	3
   7.0	4
   8.0	2
   9.0	2
  10.0	0
  11.0	0
  12.0	2
  13.0	3
  14.0	0
  15.0	0
  16.0	2
  17.0	0
  18.0	0
  19.0	1
  20.0	0
  21.0	0
  22.0	1
  23.0	1
  24.0	0
  25.0	1
  26.0	1
  27.0	0
  28.0	2
  29.0	1
  30.0	0
  31.0	1
  32.0	1
  33.0	1
  34.0	1
  35.0	1
  36.0	0
  37.0	1
  38.0	0
  39.0	2
  40.0	2
DB 3 MOTIF	MA1417.1	O2
 -44.0	1
 -43.0	1
 -42.0	0
 -41.0	0
 -40.0	0
 -39.0	0
 -38.0	0
 -37.0	0
 -36.0	0
 -35.0	0
 -34.0	0
 -33.0	0
 -32.0	0
 -31.0	0
 -30.0	0
 -29.0	1
 -28.0	1
 -27.0	0
 -26.0	2
 -25.0	0
 -24.0	0
 -23.0	0
 -22.0	1
 -21.0	1
 -20.0	2
 -19.0	3
 -18.0	1
 -17.0	1
 -16.0	0
 -15.0	0
 -14.0	1
 -13.0	1
 -12.0	0
 -11.0	2
 -10.0	1
  -9.0	0
  -8.0	0
  -7.0	0
  -6.0	2
  -5.0	0
  -4.0	1
  -3.0	5
  -2.0	1
  -1.0	1
   0.0	1
   1.0	0
   2.0	2
   3.0	5
   4.0	1
   5.0	0
   6.0	0
   7.0	0
   8.0	0
   9.0	0
  10.0	1
  11.0	2
  12.0	0
  13.0	0
  14.0	0
  15.0	2
  16.0	0
  17.0	0
  18.0	1
  19.0	0
  20.0	1
  21.0	0
  22.0	0
  23.0	0
  24.0	0
  25.0	1
  26.0	1
  27.0	1
  28.0	1
  29.0	2
  30.0	2
  31.0	1
  32.0	2
  33.0	1
  34.0	0
  35.0	0
  36.0	0
  37.0	0
  38.0	1
  39.0	1
  40.0	1
  41.0	1
  42.0	1
  43.0	0
  44.0	0
DB 3 MOTIF	MA1428.1	TCP8
 -46.0	2
 -45.0	9
 -44.0	12
 -43.0	6
 -42.0	4
 -41.0	6
 -40.0	6
 -39.0	7
 -38.0	7
 -37.0	10
 -36.0	8
 -35.0	9
 -34.0	5
 -33.0	8
 -32.0	5
 -31.0	5
 -30.0	5
 -29.0	8
 -28.0	7
 -27.0	5
 -26.0	3
 -25.0	10
 -24.0	10
 -23.0	9
 -22.0	5
 -21.0	5
 -20.0	8
 -19.0	5
 -18.0	6
 -17.0	5
 -16.0	5
 -15.0	7
 -14.0	5
 -13.0	8
 -12.0	9
 -11.0	6
 -10.0	8
  -9.0	7
  -8.0	11
  -7.0	3
  -6.0	5
  -5.0	8
  -4.0	7
  -3.0	6
  -2.0	9
  -1.0	12
   0.0	13.5
   1.0	14.5
   2.0	14.5
   3.0	5
   4.0	3
   5.0	9
   6.0	7
   7.0	6
   8.0	5
   9.0	2
  10.0	2
  11.0	6
  12.0	7
  13.0	7
  14.0	3
  15.0	5.5
  16.0	5
  17.0	3
  18.0	6
  19.0	5
  20.0	8
  21.0	5.5
  22.0	4.5
  23.0	9
  24.0	15
  25.0	10
  26.0	4
  27.0	4
  28.0	9
  29.0	9
  30.0	9
  31.0	5.5
  32.0	2.5
  33.0	11.5
  34.0	5.5
  35.0	7
  36.0	7
  37.0	6
  38.0	5
  39.0	7
  40.0	7
  41.0	12
  42.0	4
  43.0	6
  44.0	2
  45.0	4
  46.0	7
DB 3 MOTIF	MA1615.1	Plagl1
 -44.0	3
 -43.0	2
 -42.0	7
 -41.0	3
 -40.0	4
 -39.0	1
 -38.0	2
 -37.0	5
 -36.0	1
 -35.0	4
 -34.0	4
 -33.0	1
 -32.0	0
 -31.0	5
 -30.0	1
 -29.0	4
 -28.0	3
 -27.0	5
 -26.0	3
 -25.0	4
 -24.0	3
 -23.0	0
 -22.0	3
 -21.0	3
 -20.0	1
 -19.0	3
 -18.0	2
 -17.0	3
 -16.0	1
 -15.0	0
 -14.0	4
 -13.0	1
 -12.0	7
 -11.0	5
 -10.0	5
  -9.0	5
  -8.0	3
  -7.0	4
  -6.0	3
  -5.0	4
  -4.0	4
  -3.0	2
  -2.0	6
  -1.0	6
   0.0	4
   1.0	8
   2.0	9
   3.0	2
   4.0	3
   5.0	1
   6.0	4
   7.0	1
   8.0	2
   9.0	0
  10.0	6
  11.0	3
  12.0	2
  13.0	1
  14.0	4
  15.0	1
  16.0	1
  17.0	2
  18.0	3
  19.0	4
  20.0	3
  21.0	4
  22.0	3
  23.0	1
  24.0	2
  25.0	3
  26.0	3
  27.0	4
  28.0	3
  29.0	3
  30.0	3
  31.0	2
  32.0	3
  33.0	2
  34.0	1
  35.0	3
  36.0	3
  37.0	3
  38.0	3
  39.0	3
  40.0	3
  41.0	3
  42.0	3
  43.0	6
  44.0	0
DB 3 MOTIF	MA1708.1	ETV7
 -45.0	5
 -44.0	2
 -43.0	7
 -42.0	5
 -41.0	7
 -40.0	7
 -39.0	3
 -38.0	6
 -37.0	2
 -36.0	6
 -35.0	4
 -34.0	9
 -33.0	7
 -32.0	6
 -31.0	1
 -30.0	3
 -29.0	9
 -28.0	7
 -27.0	9
 -26.0	2
 -25.0	8
 -24.0	5
 -23.0	5
 -22.0	5.5
 -21.0	6
 -20.0	8
 -19.0	8
 -18.0	10
 -17.0	5
 -16.0	17
 -15.0	6
 -14.0	10
 -13.0	10
 -12.0	8
 -11.0	8
 -10.0	10
  -9.0	6
  -8.0	9
  -7.0	11
  -6.0	9
  -5.0	7
  -4.0	9
  -3.0	6
  -2.0	8
  -1.0	9
   0.0	13
   1.0	11
   2.0	5
   3.0	6
   4.0	5
   5.0	6
   6.0	10
   7.0	9
   8.0	9
   9.0	8
  10.0	2
  11.0	10
  12.0	6
  13.0	8
  14.0	14
  15.0	9
  16.0	11
  17.0	8.5
  18.0	7
  19.0	5
  20.0	7
  21.0	6
  22.0	10
  23.0	5
  24.0	6
  25.0	4
  26.0	6
  27.0	6
  28.0	6
  29.0	9
  30.0	7
  31.0	6
  32.0	5
  33.0	6
  34.0	7
  35.0	5
  36.0	4
  37.0	8
  38.0	8
  39.0	8
  40.0	7
  41.0	5
  42.0	14
  43.0	6
  44.0	7
  45.0	7
DB 3 MOTIF	MA1636.1	CEBPG
 -43.0	5
 -42.0	2
 -41.0	3
 -40.0	6
 -39.0	5
 -38.0	5
 -37.0	5
 -36.0	1
 -35.0	2
 -34.0	5
 -33.0	5
 -32.0	4
 -31.0	4
 -30.0	4
 -29.0	7
 -28.0	3
 -27.0	3
 -26.0	7
 -25.0	5
 -24.0	5
 -23.0	10
 -22.0	5
 -21.0	5
 -20.0	7
 -19.0	3
 -18.0	3
 -17.0	5
 -16.0	2
 -15.0	8
 -14.0	4
 -13.0	3
 -12.0	1
 -11.0	5
 -10.0	8
  -9.0	1
  -8.0	2
  -7.0	3
  -6.0	3
  -5.0	5
  -4.0	2
  -3.0	7
  -2.0	3
  -1.0	6
   0.0	14
   1.0	4
   2.0	4
   3.0	0
   4.0	2
   5.0	2
   6.0	5
   7.0	2
   8.0	4
   9.0	6
  10.0	2
  11.0	2
  12.0	1
  13.0	8
  14.0	3
  15.0	6
  16.0	3
  17.0	4
  18.0	7
  19.0	8
  20.0	5
  21.0	2
  22.0	2
  23.0	4
  24.0	2
  25.0	3
  26.0	4
  27.0	5
  28.0	3
  29.0	4
  30.0	1
  31.0	2
  32.0	1
  33.0	1
